pair_name,left_source_label,right_source_label,left_root,right_root,mode,matched_cases,micro_precision,micro_recall,micro_f1,output_dir
A_vs_B,A,B,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMSD_all_annotations\AIIMSD_all_annotations\Annotated\EQAS_1_Annotations,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMS_G\AIIMS_G\Annotated,union_per_class,11,0.4372829187550594,0.3460432525061495,0.38634941362357245,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\cas_out_union_per_class\A_vs_B
A_vs_C,A,C,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMSD_all_annotations\AIIMSD_all_annotations\Annotated\EQAS_1_Annotations,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\DMC\DMC,union_per_class,11,0.00011513971036245413,0.0002942372599101766,0.00016551196253828372,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\cas_out_union_per_class\A_vs_C
B_vs_C,B,C,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\AIIMS_G\AIIMS_G\Annotated,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\DMC\DMC,union_per_class,11,0.0004202209628845816,0.0013570079009290277,0.0006417217032439402,C:\Users\Aditya\OneDrive\Documents\Academic\sem2\thesis\argument_score\cas_out_union_per_class\B_vs_C
