class,gt,pred,TP,FP,FN,precision,recall,f1,mean_cas_on_matches,mean_oc_on_matches,mean_ar_on_matches,area_a,area_b,area_intersection
Basal Plasmacytosis,6,4,1,3,5,0.25,0.16666666666666666,0.2,0.5765123002490375,1.0,8.15852830421631,,,
Basal lymphoid aggregates,2,7,1,6,1,0.14285714285714285,0.5,0.22222222222222224,0.9290034212937266,0.9478487614080835,1.4930551933941765,,,
Crypt abscess,3,6,3,3,0,0.5,1.0,0.6666666666666666,0.8839501533012303,0.88744763069107,1.168963964808522,,,
Focal (<50%) crypt distortion,0,2,0,2,0,0.0,nan,nan,nan,nan,nan,,,
Marked (>50%) crypt distortion,2,3,2,1,0,0.6666666666666666,1.0,0.8,0.9027442897761562,1.0,2.4784839926731217,,,
Moderate to marked mononuclear cell infiltrate,18,21,3,18,15,0.14285714285714285,0.16666666666666666,0.15384615384615383,0.7639459357354011,0.806037443543198,1.8931496889194979,,,
Ulcer/ erosion,10,11,3,8,6,0.2727272727272727,0.3333333333333333,0.3,0.7177832613395831,0.7945637288051549,2.4803293545281027,,,
