class,gt,pred,TP,FP,FN,precision,recall,f1,mean_cas_on_matches,mean_oc_on_matches,mean_ar_on_matches,area_a,area_b,area_intersection
Basal lymphoid aggregates,3,3,3,0,0,1.0,1.0,1.0,0.7872835716216802,0.9652582159624413,3.6164392708677116,,,
Marked (>50%) crypt distortion,3,3,3,0,0,1.0,1.0,1.0,0.8256989192114988,0.9054354851186052,2.2428122315293693,,,
Moderate to marked mononuclear cell infiltrate,22,3,3,0,19,1.0,0.13636363636363635,0.24000000000000002,0.8280857701350935,0.8582464458879046,1.719258360756493,,,
No/ mild mononuclear cell infiltrate,9,8,3,5,5,0.375,0.375,0.375,0.6294473957364017,0.7735195282293145,3.646892594584554,,,
Ulcer/ erosion,4,6,1,5,3,0.16666666666666666,0.25,0.2,0.8746162891279621,0.8829611248966087,1.3173493173493174,,,
