class,gt,pred,TP,FP,FN,precision,recall,f1,mean_cas_on_matches,mean_oc_on_matches,mean_ar_on_matches,area_a,area_b,area_intersection
Architecture normal,2,0,0,0,2,nan,0.0,nan,nan,nan,nan,,,
Basal Plasmacytosis,3,0,0,0,3,nan,0.0,nan,nan,nan,nan,,,
Basal lymphoid aggregates,1,1,1,0,0,1.0,1.0,1.0,0.4707927577240243,1.0,11.645658620973721,,,
Crypt abscess,1,0,0,0,1,nan,0.0,nan,nan,nan,nan,,,
Focal (<50%) crypt distortion,0,2,0,2,0,0.0,nan,nan,nan,nan,nan,,,
Marked (>50%) crypt distortion,2,1,1,0,1,1.0,0.5,0.6666666666666666,0.8679907874396455,0.8735303997312731,1.253072338453294,,,
Moderate to marked mononuclear cell infiltrate,9,5,2,3,7,0.4,0.2222222222222222,0.2857142857142857,0.6491400142998012,0.6937263455000321,2.085022120164964,,,
No/ mild mononuclear cell infiltrate,20,12,11,1,8,0.9166666666666666,0.5789473684210527,0.7096774193548387,0.7698058475561917,0.8314636426124697,2.036008669253266,,,
Ulcer/ erosion,4,3,2,1,2,0.6666666666666666,0.5,0.5714285714285715,0.4751166281025955,0.5225197415218183,2.2383011238334767,,,
