class,gt,pred,TP,FP,FN,precision,recall,f1,mean_cas_on_matches,mean_oc_on_matches,mean_ar_on_matches,area_a,area_b,area_intersection
Basal Plasmacytosis,2,0,0,0,2,nan,0.0,nan,nan,nan,nan,,,
Basal lymphoid aggregates,4,4,2,2,2,0.5,0.5,0.5,0.6852228833472198,1.0,7.816747205284248,,,
Marked (>50%) crypt distortion,3,2,2,0,0,1.0,1.0,1.0,0.740757138365363,0.7942520010400631,2.1275093491751926,,,
Moderate to marked mononuclear cell infiltrate,9,12,2,10,7,0.16666666666666666,0.2222222222222222,0.1904761904761905,0.6111838208741722,0.6191783319124045,1.3742410335517143,,,
No/ mild mononuclear cell infiltrate,3,0,0,0,3,nan,0.0,nan,nan,nan,nan,,,
Ulcer/ erosion,10,16,1,15,9,0.0625,0.1,0.07692307692307693,0.467715953807515,0.5853658536585366,3.818198406422967,,,
